,XGBoost
19,0.025929127
20,0.040449437
21,0.020051857
22,0.01815039
23,0.016076058
24,0.026966292
25,0.021089023
26,0.015038894
27,0.00414866
28,0.021607606
29,0.006741573
30,0.005358686
31,0.009507347
32,0.007778738
33,0.00017286085
34,0.026966292
35,0.04114088
36,0.062748484
37,0.03681936
38,0.0105445115
39,0.05721694
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0003457217
47,0.0
48,0.0
49,0.029904926
50,0.011927399
51,0.0003457217
52,0.03076923
53,0.001037165
54,0.001037165
55,0.0
56,0.0
57,0.00086430425
58,0.00017286085
59,0.0025929126
60,0.003284356
,XGBoost
0,0.037062936
1,0.03076923
2,0.027272727
3,0.023601398
4,0.023601398
5,0.04527972
6,0.0017482517
7,0.006293706
8,0.010314685
9,0.00052447553
10,0.03688811
11,0.03846154
12,0.03006993
13,0.042307694
14,0.00052447553
15,0.026223777
16,0.022902098
17,0.022202797
18,0.023251748
19,0.019755244
20,0.031293705
21,0.021853147
22,0.02132867
23,0.01520979
24,0.024825174
25,0.01923077
26,0.0155594405
27,0.005944056
28,0.022377623
29,0.0064685317
30,0.0073426575
31,0.008741259
32,0.0043706293
33,0.00087412586
34,0.029195804
35,0.046678323
36,0.05874126
37,0.037237763
38,0.012587412
39,0.0493007
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.00052447553
47,0.0
48,0.0
49,0.03409091
50,0.013636364
51,0.0
52,0.029020978
53,0.00034965036
54,0.0010489511
55,0.0
56,0.0
57,0.0010489511
58,0.00052447553
59,0.005594406
60,0.005944056
,XGBoost
0,0.047671232
1,0.021187214
2,0.031232877
3,0.01954338
4,0.022648402
5,0.037077624
6,0.00018264841
7,0.007123288
8,0.007671233
9,0.0020091324
10,0.020273972
11,0.018447489
12,0.01826484
13,0.04109589
14,0.0005479452
15,0.027214611
16,0.020273972
17,0.024657534
18,0.020091325
19,0.026118722
20,0.037442923
21,0.021917809
22,0.023561643
23,0.0343379
24,0.02173516
25,0.03287671
26,0.0032876711
27,0.0049315067
28,0.025570776
29,0.013881278
30,0.0100456625
31,0.01479452
32,0.012785388
33,0.00036529682
34,0.030319635
35,0.06392694
36,0.049497716
37,0.041643836
38,0.013881278
39,0.033424657
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00018264841
46,0.0
47,0.00073059363
48,0.0
49,0.027214611
50,0.02502283
51,0.00018264841
52,0.031598173
53,0.00018264841
54,0.00036529682
55,0.0
56,0.0
57,0.000913242
58,0.0005479452
59,0.001826484
60,0.007671233
,XGBoost
0,0.046274368
1,0.02222627
2,0.020586628
3,0.019675715
4,0.025323374
5,0.033885952
6,0.00036436509
7,0.005283294
8,0.0071051195
9,0.002368373
10,0.023137184
11,0.014574604
12,0.014756787
13,0.03643651
14,0.0
15,0.03734742
16,0.0271452
17,0.02441246
18,0.018764803
19,0.03078885
20,0.037529606
21,0.021861905
22,0.024230279
23,0.03206413
24,0.022590635
25,0.026780834
26,0.005647659
27,0.0058298414
28,0.029149208
29,0.016760794
30,0.012388413
31,0.011659683
32,0.010930953
33,0.00018218254
34,0.029513573
35,0.05665877
36,0.04809619
37,0.039715797
38,0.012752778
39,0.0417198
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00018218254
46,0.00036436509
47,0.00054654764
48,0.0
49,0.03151758
50,0.020950994
51,0.0
52,0.028784843
53,0.0018218255
54,0.00072873017
55,0.0
56,0.0
57,0.0010930953
58,0.00072873017
59,0.0010930953
60,0.0156677
,XGBoost
0,0.03320007
1,0.026073353
2,0.031288024
3,0.019815749
4,0.023292195
5,0.03841474
6,0.0006952894
7,0.00886494
8,0.010081696
9,0.00086911174
10,0.034764472
11,0.035981227
12,0.032330956
13,0.049539372
14,0.0015644012
15,0.02224926
16,0.019641927
17,0.018772814
18,0.023987485
19,0.021380149
20,0.033721536
21,0.02224926
22,0.022596907
23,0.018598992
24,0.023639841
25,0.021206327
26,0.0116460975
27,0.005562315
28,0.018598992
29,0.0057361377
30,0.0046932036
31,0.009212585
32,0.006779072
33,0.00017382235
34,0.028680688
35,0.045367636
36,0.063966624
37,0.047105856
38,0.010950808
39,0.05544933
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00017382235
45,0.00017382235
46,0.00086911174
47,0.0
48,0.0
49,0.034938294
50,0.01772988
51,0.0003476447
52,0.025725707
53,0.0003476447
54,0.00052146707
55,0.0
56,0.0
57,0.00017382235
58,0.0003476447
59,0.004519381
60,0.005388493
,XGBoost
0,0.037573807
1,0.030953659
2,0.025585972
3,0.01914475
4,0.025585972
5,0.04580426
6,0.00089461444
7,0.0075147613
8,0.008230452
9,0.0017892289
10,0.03417427
11,0.038647342
12,0.027196279
13,0.04329934
14,0.0010735373
15,0.02540705
16,0.026301663
17,0.024333512
18,0.021470746
19,0.022007516
20,0.03345858
21,0.01986044
22,0.020576132
23,0.018429058
24,0.024512434
25,0.02361782
26,0.014134908
27,0.007872607
28,0.016460905
29,0.0057255323
30,0.004294149
31,0.008588298
32,0.006262301
33,0.00053676864
34,0.030059045
35,0.04974056
36,0.06405439
37,0.03471104
38,0.01180891
39,0.048309177
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00089461444
46,0.0
47,0.00017892288
48,0.0
49,0.034353193
50,0.013955985
51,0.00035784577
52,0.028806584
53,0.0
54,0.0
55,0.0
56,0.0
57,0.00053676864
58,0.00017892288
59,0.0037573806
60,0.0069779926
,XGBoost
0,0.03866922
1,0.025256924
2,0.024734367
3,0.018463682
4,0.019857168
5,0.042152934
6,0.0020902283
7,0.00888347
8,0.010102769
9,0.0031353424
10,0.038146663
11,0.03466295
12,0.033617835
13,0.04650758
14,0.0012192997
15,0.023689253
16,0.024560181
17,0.020379724
18,0.024211809
19,0.023689253
20,0.029611565
21,0.021250654
22,0.020379724
23,0.016547639
24,0.02543111
25,0.022818325
26,0.014457412
27,0.0057481276
28,0.020902282
29,0.007141613
30,0.0036578993
31,0.008360913
32,0.0066190558
33,0.00017418568
34,0.030830866
35,0.04633339
36,0.060790803
37,0.04197875
38,0.009928584
39,0.053126633
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.00069674273
47,0.0
48,0.0
49,0.03396621
50,0.01776694
51,0.00034837137
52,0.02508274
53,0.00017418568
54,0.00034837137
55,0.0
56,0.0
57,0.00069674273
58,0.00052255706
59,0.0043546422
60,0.0059223133
,XGBoost
0,0.03872023
1,0.024540992
2,0.024904562
3,0.018360298
4,0.021087075
5,0.03290311
6,0.001272496
7,0.00745319
8,0.0063624796
9,0.0021814215
10,0.029994547
11,0.018905653
12,0.01417924
13,0.046173424
14,0.0005453554
15,0.029630976
16,0.025086347
17,0.024904562
18,0.023086712
19,0.021996
20,0.044900928
21,0.020723505
22,0.026177058
23,0.026722414
24,0.024359208
25,0.03363025
26,0.0034539176
27,0.01381567
28,0.02235957
29,0.014361025
30,0.011634248
31,0.015451736
32,0.009634612
33,0.00018178513
34,0.030358117
35,0.06453372
36,0.043446645
37,0.04071987
38,0.011634248
39,0.036720596
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.00018178513
47,0.001272496
48,0.0
49,0.029630976
50,0.017633157
51,0.00036357026
52,0.028903836
53,0.001454281
54,0.0018178513
55,0.0
56,0.0
57,0.00090892566
58,0.00018178513
59,0.001272496
60,0.0092710415
,XGBoost
0,0.044955943
1,0.03668405
2,0.025534976
3,0.018342026
4,0.019600792
5,0.029131452
6,0.00053947134
7,0.008811365
8,0.010609603
9,0.0030570042
10,0.021399029
11,0.016543787
12,0.015285021
13,0.037043698
14,0.00017982378
15,0.027692862
16,0.027692862
17,0.01618414
18,0.017263083
19,0.029311275
20,0.040819995
21,0.0219385
22,0.0219385
23,0.036863875
24,0.027333213
25,0.026613919
26,0.0059341844
27,0.0082718935
28,0.01708326
29,0.023017444
30,0.008811365
31,0.020320086
32,0.00953066
33,0.00017982378
34,0.030390218
35,0.05628484
36,0.05089013
37,0.04189894
38,0.009171013
39,0.03416652
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00053947134
46,0.00035964756
47,0.00035964756
48,0.0
49,0.030390218
50,0.02715339
51,0.0
52,0.029311275
53,0.00089911884
54,0.0
55,0.0
56,0.0
57,0.00053947134
58,0.00053947134
59,0.002337709
60,0.010249955
,XGBoost
0,0.03960055
1,0.029958678
2,0.031508263
3,0.023415977
4,0.02565427
5,0.041322313
6,0.0012052342
7,0.008264462
8,0.008953168
9,0.0013774105
10,0.039428376
11,0.034263086
12,0.027376033
13,0.043216255
14,0.0005165289
15,0.023588154
16,0.021522038
17,0.023071626
18,0.023415977
19,0.022210743
20,0.038567495
21,0.022899449
22,0.019455923
23,0.018250689
24,0.01911157
25,0.018595042
26,0.013774104
27,0.004820937
28,0.018939395
29,0.0056818184
30,0.004476584
31,0.008608815
32,0.0063705235
33,0.00068870524
34,0.029614326
35,0.050103307
36,0.06439394
37,0.034779616
38,0.0099862255
39,0.05457989
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00017217631
45,0.00017217631
46,0.00017217631
47,0.0
48,0.0
49,0.032024793
50,0.016012397
51,0.00017217631
52,0.026859503
53,0.00034435262
54,0.00017217631
55,0.0
56,0.0
57,0.00034435262
58,0.00017217631
59,0.004132231
60,0.0056818184
,XGBoost
0,0.03880597
1,0.033889376
2,0.028621597
3,0.017559262
4,0.0261633
5,0.032309044
6,0.0019315189
7,0.008077261
8,0.008077261
9,0.0024582967
10,0.027743634
11,0.039332747
12,0.031606674
13,0.049341526
14,0.0049165934
15,0.025636524
16,0.020368744
17,0.016330114
18,0.02879719
19,0.024582967
20,0.033538193
21,0.021773485
22,0.02282704
23,0.020017559
24,0.023178227
25,0.022651449
26,0.013871817
27,0.005794557
28,0.020368744
29,0.0059701493
30,0.0040386305
31,0.0071992977
32,0.0043898155
33,0.0005267779
34,0.028621597
35,0.044600528
36,0.063915715
37,0.033187006
38,0.009306409
39,0.06461809
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.00035118524
48,0.0
49,0.032835823
50,0.013169447
51,0.00035118524
52,0.030201932
53,0.0
54,0.0
55,0.0
56,0.0
57,0.00035118524
58,0.00017559262
59,0.0021071115
60,0.0035118526
,XGBoost
0,0.033536024
1,0.03372029
2,0.039248202
3,0.021190345
4,0.029113691
5,0.039800994
6,0.0014741109
7,0.0044223326
8,0.0077390824
9,0.0031324858
10,0.028192371
11,0.014556846
12,0.010503041
13,0.028929427
14,0.0
15,0.029666482
16,0.024691358
17,0.042012163
18,0.023585774
19,0.03666851
20,0.029666482
21,0.028929427
22,0.025059886
23,0.019716233
24,0.026349733
25,0.031140594
26,0.013266998
27,0.009581721
28,0.018794915
29,0.004238069
30,0.008291874
31,0.0099502485
32,0.00571218
33,0.00018426386
34,0.03243044
35,0.05288373
36,0.051225353
37,0.027823843
38,0.01142436
39,0.04293348
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0005527916
47,0.00092131936
48,0.0
49,0.026165469
50,0.022480192
51,0.00073705544
52,0.03814262
53,0.00092131936
54,0.00018426386
55,0.0
56,0.0
57,0.00036852772
58,0.00036852772
59,0.004238069
60,0.0031324858
,XGBoost
0,0.049946677
1,0.02417348
2,0.021151796
3,0.017063633
4,0.022218272
5,0.040703874
6,0.0007109847
7,0.0067543546
8,0.010131532
9,0.0033771773
10,0.019907571
11,0.016708141
12,0.013686456
13,0.03999289
14,0.0
15,0.027195165
16,0.024351226
17,0.021685034
18,0.018841095
19,0.027372912
20,0.04319232
21,0.019729827
22,0.023817988
23,0.03626022
24,0.021685034
25,0.031994313
26,0.0046214005
27,0.01208674
28,0.023462495
29,0.013686456
30,0.0069321007
31,0.018663349
32,0.010487025
33,0.0005332385
34,0.030039104
35,0.056878775
36,0.054034837
37,0.04177035
38,0.008176324
39,0.041059367
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00035549235
46,0.00017774617
47,0.00017774617
48,0.0
49,0.029683612
50,0.021151796
51,0.0005332385
52,0.028794881
53,0.0005332385
54,0.00017774617
55,0.0
56,0.0
57,0.00035549235
58,0.00017774617
59,0.0017774617
60,0.011020263
,XGBoost
0,0.043071162
1,0.025468165
2,0.020786516
3,0.014981274
4,0.023782771
5,0.042509362
6,0.00037453184
7,0.00411985
8,0.006741573
9,0.0018726592
10,0.020973783
11,0.020599252
12,0.014606741
13,0.042883895
14,0.00037453184
15,0.03838951
16,0.030149812
17,0.02846442
18,0.015917603
19,0.025093634
20,0.038576778
21,0.02752809
22,0.018539326
23,0.023595506
24,0.016666668
25,0.035393257
26,0.0056179776
27,0.006554307
28,0.021722846
29,0.01423221
30,0.004868914
31,0.017228464
32,0.008426966
33,0.00018726592
34,0.031460673
35,0.06235955
36,0.047565542
37,0.047940075
38,0.007490637
39,0.035018727
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.00018726592
47,0.00018726592
48,0.0
49,0.030524345
50,0.023970038
51,0.0
52,0.036142323
53,0.0016853933
54,0.0007490637
55,0.0
56,0.0
57,0.00056179776
58,0.0011235955
59,0.0013108614
60,0.011423221
,XGBoost
0,0.040782735
1,0.026517922
2,0.021580102
3,0.018836869
4,0.02139722
5,0.04279444
6,0.00054864667
7,0.0076810536
8,0.010790051
9,0.0034747622
10,0.022311632
11,0.0164594
12,0.013716167
13,0.044989027
14,0.0010972933
15,0.028346745
16,0.027432334
17,0.025786394
18,0.015727872
19,0.026517922
20,0.03694221
21,0.0246891
22,0.023226043
23,0.034016095
24,0.01975128
25,0.029992685
26,0.0043891734
27,0.005669349
28,0.022677395
29,0.0164594
30,0.0146305775
31,0.019934162
32,0.007863936
33,0.0007315289
34,0.029444039
35,0.057973664
36,0.0576079
37,0.0380395
38,0.009509875
39,0.033650327
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00018288223
46,0.00054864667
47,0.0009144111
48,0.0
49,0.029809803
50,0.01901975
51,0.0
52,0.02962692
53,0.0
54,0.00036576446
55,0.0
56,0.0
57,0.0007315289
58,0.0
59,0.0018288222
60,0.012984638
,XGBoost
0,0.035483275
1,0.03899464
2,0.030863056
3,0.030123822
4,0.031232674
5,0.032895952
6,0.0011088523
7,0.0051746443
8,0.0060986876
9,0.0029569396
10,0.03049344
11,0.017926445
12,0.010349289
13,0.03141748
14,0.0007392349
15,0.02624284
16,0.020144152
17,0.03770098
18,0.0275365
19,0.029569395
20,0.023470707
21,0.021437813
22,0.025503604
23,0.019035298
24,0.03622251
25,0.038625024
26,0.013306228
27,0.005359453
28,0.012751802
29,0.0025873221
30,0.0072075403
31,0.008501201
32,0.0070227315
33,0.00055442617
34,0.029569395
35,0.053964145
36,0.05802994
37,0.027721308
38,0.010349289
39,0.045278136
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00055442617
46,0.00018480873
47,0.00036961745
48,0.0
49,0.028645352
50,0.025503604
51,0.00036961745
52,0.03936426
53,0.0009240436
54,0.0009240436
55,0.0
56,0.0
57,0.0009240436
58,0.0029569396
59,0.0025873221
60,0.0031417483
,XGBoost
0,0.044857766
1,0.024799416
2,0.02571116
3,0.016411379
4,0.02297593
5,0.039752007
6,0.00054704596
7,0.006199854
8,0.011305616
9,0.0034646243
10,0.02169949
11,0.022064187
12,0.010393873
13,0.044128373
14,0.0014587892
15,0.039387308
16,0.022064187
17,0.02169949
18,0.013676149
19,0.02425237
20,0.046681255
21,0.022611232
22,0.028628739
23,0.029540481
24,0.020605398
25,0.03391685
26,0.0060175057
27,0.012582057
28,0.018781912
29,0.015499636
30,0.008388038
31,0.01075857
32,0.008935084
33,0.0014587892
34,0.028628739
35,0.06400438
36,0.052516412
37,0.033369802
38,0.007476295
39,0.032822758
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00018234865
46,0.0
47,0.00054704596
48,0.0
49,0.02990518
50,0.018781912
51,0.00018234865
52,0.031911016
53,0.0047410647
54,0.002005835
55,0.0
56,0.0
57,0.0016411379
58,0.00018234865
59,0.0012764406
60,0.008570387
,XGBoost
0,0.04965974
1,0.038624242
2,0.038624242
3,0.024645945
4,0.030899392
5,0.041199192
6,0.00073569984
7,0.0069891484
8,0.008276623
9,0.0016553246
10,0.03347434
11,0.015449696
12,0.014713997
13,0.034761816
14,0.00036784992
15,0.01894427
16,0.01747287
17,0.03568144
18,0.012506898
19,0.031267244
20,0.025933418
21,0.031267244
22,0.024278095
23,0.019863896
24,0.034761816
25,0.02446202
26,0.014897922
27,0.0055177487
28,0.01894427
29,0.004414199
30,0.0069891484
31,0.0123229725
32,0.010299798
33,0.00018392496
34,0.025381645
35,0.04892404
36,0.05131506
37,0.02335847
38,0.013610447
39,0.040647417
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00018392496
45,0.00073569984
46,0.00036784992
47,0.0
48,0.0
49,0.030347617
50,0.020967444
51,0.0009196248
52,0.036601067
53,0.00036784992
54,0.00036784992
55,0.0
56,0.0
57,0.0018392496
58,0.0023910245
59,0.0034945742
60,0.008092699
,XGBoost
0,0.052522197
1,0.02947289
2,0.027583601
3,0.027394673
4,0.019459663
5,0.04458719
6,0.00094464386
7,0.004912148
8,0.011524655
9,0.0018892877
10,0.023805026
11,0.02607217
12,0.014358587
13,0.03230682
14,0.0020782165
15,0.035896465
16,0.02153788
17,0.03835254
18,0.029095031
19,0.026450029
20,0.027394673
21,0.021160023
22,0.025694313
23,0.01549216
24,0.02456074
25,0.022671454
26,0.01832609
27,0.0071792933
28,0.021160023
29,0.0056678634
30,0.008690723
31,0.01076894
32,0.009635367
33,0.00037785753
34,0.02304931
35,0.05082184
36,0.04931041
37,0.041186474
38,0.010391083
39,0.043831475
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.029850746
50,0.016247874
51,0.0
52,0.03079539
53,0.00075571507
54,0.00037785753
55,0.0
56,0.0
57,0.00018892877
58,0.00018892877
59,0.007557151
60,0.006423578
,XGBoost
0,0.04052815
1,0.028424721
2,0.021639464
3,0.016137905
4,0.022006236
5,0.034843206
6,0.0009169265
7,0.006418485
8,0.007518797
9,0.0011003118
10,0.020539153
11,0.02218962
12,0.014120667
13,0.036493674
14,0.0009169265
15,0.03080873
16,0.028608106
17,0.021089308
18,0.01907207
19,0.025857326
20,0.046213094
21,0.019988997
22,0.02805795
23,0.02769118
24,0.029341647
25,0.03264258
26,0.0053181737
27,0.005684944
28,0.025490556
29,0.02218962
30,0.0060517145
31,0.017971758
32,0.010452962
33,0.00073354115
34,0.029708417
35,0.061800845
36,0.04511278
37,0.039977994
38,0.009169265
39,0.03502659
40,0.0
41,0.0
42,0.0
43,0.0
44,0.00018338529
45,0.00036677058
46,0.00036677058
47,0.001833853
48,0.0
49,0.02915826
50,0.023656704
51,0.00018338529
52,0.026590867
53,0.0014670823
54,0.0011003118
55,0.0
56,0.0
57,0.0020172382
58,0.0
59,0.0005501559
60,0.014670824
,XGBoost
0,0.04137051
1,0.030617824
2,0.041006014
3,0.02095863
4,0.031893566
5,0.033533808
6,0.0027337342
7,0.0060142153
8,0.009294696
9,0.004191726
10,0.02770184
11,0.02077638
12,0.012939676
13,0.033533808
14,0.00072899583
15,0.022781119
16,0.021505376
17,0.044650994
18,0.01731365
19,0.0346273
20,0.02423911
21,0.030982321
22,0.031893566
23,0.021323128
24,0.03280481
25,0.028430836
26,0.013121924
27,0.006560962
28,0.02077638
29,0.0030982322
30,0.012028431
31,0.008383452
32,0.0063787135
33,0.00018224896
34,0.030071078
35,0.051576454
36,0.054492436
37,0.030253327
38,0.01038819
39,0.036996536
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00018224896
46,0.00036449792
47,0.0018224895
48,0.0
49,0.02423911
50,0.018589392
51,0.0014579917
52,0.032440312
53,0.0010934937
54,0.00018224896
55,0.0
56,0.0
57,0.00018224896
58,0.0005467468
59,0.003827228
60,0.0029159833
,XGBoost
0,0.041666668
1,0.030615943
2,0.039673913
3,0.01884058
4,0.027717391
5,0.038768116
6,0.0016304348
7,0.0067028985
8,0.006884058
9,0.00307971
10,0.032971013
11,0.021376811
12,0.013224638
13,0.036231883
14,0.0014492754
15,0.024275362
16,0.025362318
17,0.030615943
18,0.01594203
19,0.0375
20,0.027536232
21,0.029891305
22,0.02807971
23,0.020289855
24,0.029166667
25,0.028623188
26,0.015217391
27,0.0059782607
28,0.021014493
29,0.004347826
30,0.00942029
31,0.0054347827
32,0.008152174
33,0.00036231885
34,0.027355073
35,0.049456522
36,0.060688406
37,0.022644928
38,0.00960145
39,0.038043477
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00018115943
46,0.00018115943
47,0.0009057971
48,0.0
49,0.028442029
50,0.026086956
51,0.0018115942
52,0.035869565
53,0.002173913
54,0.0007246377
55,0.0
56,0.0
57,0.0010869565
58,0.0014492754
59,0.001268116
60,0.0039855074
,XGBoost
0,0.044633176
1,0.02909288
2,0.0321648
3,0.022949042
4,0.028189374
5,0.04481388
6,0.0025298158
7,0.007228045
8,0.005601735
9,0.0041561257
10,0.028731478
11,0.02602096
12,0.015540296
13,0.036501627
14,0.0012649079
15,0.023671847
16,0.01770871
17,0.031622697
18,0.018250814
19,0.02602096
20,0.026201662
21,0.026743766
22,0.02909288
23,0.019877123
24,0.0319841
25,0.03577882
26,0.012106975
27,0.007408746
28,0.019877123
29,0.0052403323
30,0.0063245394
31,0.009396458
32,0.008854355
33,0.00072280446
34,0.030357787
35,0.057282254
36,0.05005421
37,0.028189374
38,0.010480665
39,0.041019153
40,0.00018070111
41,0.0
42,0.0
43,0.0
44,0.00018070111
45,0.00036140223
46,0.00018070111
47,0.0
48,0.0
49,0.027105168
50,0.023852548
51,0.0014456089
52,0.032526202
53,0.0012649079
54,0.00018070111
55,0.0
56,0.0
57,0.0014456089
58,0.0010842067
59,0.0037947234
60,0.0027105168
,XGBoost
0,0.053280175
1,0.030627038
2,0.031895615
3,0.019209858
4,0.028814787
5,0.036245015
6,0.00054367527
7,0.005074302
8,0.008698804
9,0.003986952
10,0.03497644
11,0.016129032
12,0.013410656
13,0.030989489
14,0.0014498007
15,0.021565786
16,0.023015585
17,0.04077564
18,0.018303733
19,0.029177237
20,0.031533163
21,0.027364988
22,0.030445814
23,0.020115985
24,0.035882566
25,0.03606379
26,0.016310258
27,0.007067778
28,0.023015585
29,0.003986952
30,0.006705328
31,0.009242479
32,0.009604929
33,0.0009061254
34,0.027364988
35,0.04603117
36,0.05092425
37,0.029539688
38,0.01105473
39,0.032439288
40,0.00036245017
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00018122508
46,0.00018122508
47,0.00054367527
48,0.0
49,0.025009062
50,0.024284162
51,0.001993476
52,0.036245015
53,0.00018122508
54,0.00036245017
55,0.0
56,0.0
57,0.00036245017
58,0.0009061254
59,0.004168177
60,0.0014498007
,XGBoost
0,0.04488263
1,0.028732395
2,0.028169014
3,0.024037559
4,0.020093897
5,0.04112676
6,0.00093896716
7,0.0035680751
8,0.0075117373
9,0.003943662
10,0.03004695
11,0.02460094
12,0.016525822
13,0.027605634
14,0.0041314554
15,0.043568075
16,0.022347419
17,0.034929577
18,0.03192488
19,0.02028169
20,0.02253521
21,0.026666667
22,0.025915492
23,0.018403756
24,0.019530516
25,0.02629108
26,0.015399061
27,0.0054460093
28,0.02084507
29,0.0037558686
30,0.007887324
31,0.008638497
32,0.006948357
33,0.00037558685
34,0.019906104
35,0.057840377
36,0.0514554
37,0.0313615
38,0.010892019
39,0.06629108
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.03117371
50,0.015399061
51,0.00037558685
52,0.033615023
53,0.00018779343
54,0.0
55,0.0
56,0.0
57,0.0005633803
58,0.0007511737
59,0.008826291
60,0.0037558686
,XGBoost
0,0.057562295
1,0.03013328
2,0.0336102
3,0.029360633
4,0.02337261
5,0.04964265
6,0.00077264826
7,0.0040564034
8,0.0056017
9,0.003090593
10,0.016611937
11,0.01970253
12,0.020088855
13,0.034382846
14,0.0
15,0.032451227
16,0.022599962
17,0.033803362
18,0.020088855
19,0.024917906
20,0.024145259
21,0.024145259
22,0.020861503
23,0.03090593
24,0.020088855
25,0.018929882
26,0.01506664
27,0.006953834
28,0.019895693
29,0.0036700792
30,0.009078617
31,0.0065675103
32,0.00753332
33,0.0005794862
34,0.023565771
35,0.05176743
36,0.058334943
37,0.032451227
38,0.011589724
39,0.05234692
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.032451227
50,0.018543558
51,0.00038632413
52,0.03303071
53,0.00077264826
54,0.00077264826
55,0.0
56,0.0
57,0.0005794862
58,0.00038632413
59,0.0077264826
60,0.005022214
,XGBoost
0,0.05409959
1,0.03481842
2,0.032572072
3,0.022650693
4,0.022276301
5,0.046798952
6,0.0026207413
7,0.0026207413
8,0.010482965
9,0.001871958
10,0.023025084
11,0.024522651
12,0.014975664
13,0.03313366
14,0.0033695246
15,0.027892176
16,0.022089105
17,0.035380006
18,0.027892176
19,0.023399476
20,0.020778734
21,0.02190191
22,0.02770498
23,0.021153126
24,0.027330589
25,0.023961063
26,0.017222013
27,0.0065518534
28,0.016660428
29,0.0035567202
30,0.0061774617
31,0.004867091
32,0.008423812
33,0.0005615874
34,0.018157993
35,0.055597156
36,0.04736054
37,0.035941593
38,0.014226881
39,0.055597156
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.00037439162
48,0.0
49,0.0312617
50,0.016660428
51,0.00018719581
52,0.03406964
53,0.0022463496
54,0.0013103706
55,0.0
56,0.0
57,0.00074878323
58,0.00018719581
59,0.008611007
60,0.004118308
,XGBoost
0,0.044432256
1,0.023587493
2,0.025050284
3,0.020844761
4,0.020661913
5,0.034741268
6,0.0
7,0.005851161
8,0.00895959
9,0.0020113366
10,0.023221796
11,0.023404645
12,0.013713659
13,0.0449808
14,0.00036569758
15,0.032547083
16,0.02267325
17,0.02413604
18,0.020113366
19,0.024501737
20,0.041689523
21,0.020661913
22,0.023770342
23,0.031084293
24,0.024318889
25,0.030352898
26,0.0056683123
27,0.00603401
28,0.029438654
29,0.019199122
30,0.0074968003
31,0.012616566
32,0.007679649
33,0.00073139515
34,0.031998537
35,0.057597365
36,0.05375754
37,0.039861035
38,0.00895959
39,0.033644177
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00036569758
46,0.0005485464
47,0.0005485464
48,0.0
49,0.030901445
50,0.019381972
51,0.00018284879
52,0.029255806
53,0.00073139515
54,0.00073139515
55,0.0
56,0.0
57,0.00073139515
58,0.00073139515
59,0.00073139515
60,0.012799415
,XGBoost
0,0.045797314
1,0.030163692
2,0.033658266
3,0.027956594
4,0.029795844
5,0.032554716
6,0.0011035497
7,0.004965974
8,0.0066212984
9,0.003862424
10,0.028508369
11,0.023174545
12,0.0123229725
13,0.03494574
14,0.00036784992
15,0.027220894
16,0.025013795
17,0.036233217
18,0.014713997
19,0.032922566
20,0.031635094
21,0.03273864
22,0.024645945
23,0.013794372
24,0.032554716
25,0.031635094
26,0.008828398
27,0.003862424
28,0.020967444
29,0.0069891484
30,0.0057016737
31,0.007724848
32,0.0055177487
33,0.00018392496
34,0.02997977
35,0.049475815
36,0.05039544
37,0.031083317
38,0.013242597
39,0.038624242
40,0.00018392496
41,0.0
42,0.0
43,0.0
44,0.0
45,0.00036784992
46,0.00018392496
47,0.00036784992
48,0.0
49,0.02482987
50,0.025381645
51,0.0022070995
52,0.039727792
53,0.0025749495
